stim_on_time_ms,stim_off_time_ms,stim_on_delay_ms,stimulus_size_degrees,fixation_window_size_degrees,fixation_point_size_degrees,stim_id,stim_current,stimulus_presented,fixation_correct,stimulus_order_in_trial,samp_on_us,photodiode_on_us
100.0,100.0,300.0,8,2,0.2,d-000,32,30,1,2,3079750750,3079750300
100.0,100.0,300.0,8,2,0.2,d-025,8,31,1,3,3080084100,3080083500
100.0,100.0,300.0,8,2,0.2,a-016,40,32,1,4,3080419250,3080423000
100.0,100.0,300.0,8,2,0.2,d-010,16,33,1,5,3080752350,3080774600
100.0,100.0,300.0,8,2,0.2,b-000,32,34,1,6,3081084350,3081069900
100.0,100.0,300.0,8,2,0.2,b-031,24,35,1,7,3081417500,3081414950
100.0,100.0,300.0,8,2,0.2,d-005,4,36,1,8,3081752550,3081767550
100.0,100.0,300.0,8,2,0.2,d-018,4,37,1,1,3089761700,3089748600
100.0,100.0,300.0,8,2,0.2,a-024,4,38,1,2,3090093150,3090076350
100.0,100.0,300.0,8,2,0.2,d-000,24,39,1,3,3090426350,3090431000
100.0,100.0,300.0,8,2,0.2,a-000,8,40,1,4,3090759400,3090771650
100.0,100.0,300.0,8,2,0.2,d-008,32,41,1,5,3091094800,3091096450
100.0,100.0,300.0,8,2,0.2,a-028,8,42,1,6,3091426700,3091414400
100.0,100.0,300.0,8,2,0.2,d-016,48,43,1,7,3091761600,3091764850
100.0,100.0,300.0,8,2,0.2,a-031,40,44,1,8,3092093300,3092118000
100.0,100.0,300.0,8,2,0.2,a-022,8,45,1,1,3100067950,3100057750
100.0,100.0,300.0,8,2,0.2,d-005,32,46,1,2,3100400550,3100396400
100.0,100.0,300.0,8,2,0.2,d-010,24,47,1,3,3100735050,3100748050
100.0,100.0,300.0,8,2,0.2,d-018,8,48,1,4,3101070850,3101068700
100.0,100.0,300.0,8,2,0.2,b-031,8,49,1,5,3101401100,3101387950
100.0,100.0,300.0,8,2,0.2,a-000,4,50,1,6,3101736600,3101720300
100.0,100.0,300.0,8,2,0.2,a-028,40,51,1,7,3102068400,3102101500
100.0,100.0,300.0,8,2,0.2,d-000,40,52,1,8,3102401450,3102390650
100.0,100.0,300.0,8,2,0.2,b-000,40,53,1,1,3112224800,3112222150
100.0,100.0,300.0,8,2,0.2,a-022,48,54,1,2,3112563500,3112550350
100.0,100.0,300.0,8,2,0.2,d-008,48,55,1,3,3112892200,3112892450
100.0,100.0,300.0,8,2,0.2,a-024,40,56,1,4,3113226900,3113215550
100.0,100.0,300.0,8,2,0.2,d-016,4,57,1,5,3113562150,3113546100
100.0,100.0,300.0,8,2,0.2,a-016,24,58,1,6,3113885400,3113916800
100.0,100.0,300.0,8,2,0.2,a-031,8,59,1,7,3114218650,3114237100
100.0,100.0,300.0,8,2,0.2,d-025,40,60,1,8,3114550400,3114569200
100.0,100.0,300.0,8,2,0.2,b-031,48,61,1,1,3122503800,3122495750
100.0,100.0,300.0,8,2,0.2,b-000,24,62,1,2,3122836050,3122847600
100.0,100.0,300.0,8,2,0.2,d-005,48,63,1,3,3123167650,3123167550
100.0,100.0,300.0,8,2,0.2,d-008,24,64,1,4,3123501300,3123491850
100.0,100.0,300.0,8,2,0.2,a-024,48,65,1,5,3123836200,3123839050
100.0,100.0,300.0,8,2,0.2,d-016,16,66,1,6,3124174200,3124159900
100.0,100.0,300.0,8,2,0.2,d-000,16,67,1,7,3124502150,3124510650
100.0,100.0,300.0,8,2,0.2,a-031,4,68,1,8,3124836550,3124842700
100.0,100.0,300.0,8,2,0.2,d-025,4,69,1,1,3133384150,3133398350
100.0,100.0,300.0,8,2,0.2,a-028,48,70,1,2,3133743250,3133748100
100.0,100.0,300.0,8,2,0.2,d-018,48,71,1,3,3134075750,3134068200
100.0,100.0,300.0,8,2,0.2,a-022,4,72,1,4,3134412150,3134419500
100.0,100.0,300.0,8,2,0.2,a-016,48,73,1,5,3134733700,3134747100
100.0,100.0,300.0,8,2,0.2,d-010,48,74,1,6,3135067500,3135063700
100.0,100.0,300.0,8,2,0.2,a-000,16,75,1,7,3135400850,3135412200
100.0,100.0,300.0,8,2,0.2,d-005,16,76,1,8,3135733400,3135730700
100.0,100.0,300.0,8,2,0.2,d-008,4,77,1,1,3143769650,3143760550
100.0,100.0,300.0,8,2,0.2,d-025,16,78,1,2,3144101900,3144088300
100.0,100.0,300.0,8,2,0.2,b-031,40,79,1,3,3144434050,3144434050
100.0,100.0,300.0,8,2,0.2,d-018,40,80,1,4,3144771550,3144752950
100.0,100.0,300.0,8,2,0.2,b-000,8,81,1,5,3145103650,3145104900
100.0,100.0,300.0,8,2,0.2,d-016,8,82,1,6,3145436000,3145425550
100.0,100.0,300.0,8,2,0.2,a-028,24,83,1,7,3145770650,3145758650
100.0,100.0,300.0,8,2,0.2,a-000,32,84,1,8,3146103200,3146110750
100.0,100.0,300.0,8,2,0.2,a-022,32,85,1,1,3154178550,3154179700
100.0,100.0,300.0,8,2,0.2,a-024,8,86,1,2,3154501100,3154499800
100.0,100.0,300.0,8,2,0.2,d-000,4,87,1,3,3154835450,3154828900
100.0,100.0,300.0,8,2,0.2,d-010,32,88,1,4,3155166650,3155178650
100.0,100.0,300.0,8,2,0.2,a-031,48,89,1,5,3155499850,3155496950
100.0,100.0,300.0,8,2,0.2,a-016,4,90,1,6,3155833750,3155844500
100.0,100.0,300.0,8,2,0.2,d-018,32,91,1,7,3156166650,3156163850
100.0,100.0,300.0,8,2,0.2,d-016,24,92,1,8,3156500950,3156497700
100.0,100.0,300.0,8,2,0.2,b-031,4,93,1,1,3168105500,3168118500
100.0,100.0,300.0,8,2,0.2,a-028,4,94,1,2,3168444750,3168449750
100.0,100.0,300.0,8,2,0.2,a-024,32,95,1,3,3168772850,3168763150
100.0,100.0,300.0,8,2,0.2,d-000,8,96,1,4,3169105050,3169109800
100.0,100.0,300.0,8,2,0.2,d-010,40,97,1,5,3169438450,3169430550
100.0,100.0,300.0,8,2,0.2,d-008,40,98,1,6,3169774850,3169761550
100.0,100.0,300.0,8,2,0.2,a-022,16,99,1,7,3170108700,3170115300
100.0,100.0,300.0,8,2,0.2,a-031,16,100,1,8,3170445150,3170430800
100.0,100.0,300.0,8,2,0.2,d-025,48,101,1,1,3178449900,3178454550
100.0,100.0,300.0,8,2,0.2,a-000,40,102,1,2,3178783700,3178774950
100.0,100.0,300.0,8,2,0.2,d-005,8,103,1,3,3179117050,3179105200
100.0,100.0,300.0,8,2,0.2,b-000,4,104,1,4,3179450350,3179450800
100.0,100.0,300.0,8,2,0.2,a-016,16,105,1,5,3179783800,3179769000
100.0,100.0,300.0,8,2,0.2,d-016,32,1,1,6,3180116200,3180118300
100.0,100.0,300.0,8,2,0.2,d-018,24,2,1,7,3180449650,3180470950
100.0,100.0,300.0,8,2,0.2,d-000,48,3,1,8,3180783500,3180790800
100.0,100.0,300.0,8,2,0.2,a-031,24,4,1,1,3188823150,3188813550
100.0,100.0,300.0,8,2,0.2,d-008,8,5,1,2,3189155700,3189141600
100.0,100.0,300.0,8,2,0.2,d-010,4,6,1,3,3189491800,3189496850
100.0,100.0,300.0,8,2,0.2,d-005,24,7,1,4,3189824750,3189809100
100.0,100.0,300.0,8,2,0.2,a-000,24,8,1,5,3190155000,3190158350
100.0,100.0,300.0,8,2,0.2,a-016,32,9,1,6,3190491200,3190478350
100.0,100.0,300.0,8,2,0.2,a-028,16,10,1,7,3190822850,3190830000
100.0,100.0,300.0,8,2,0.2,a-022,40,11,1,8,3191159050,3191182750
100.0,100.0,300.0,8,2,0.2,d-025,32,12,1,1,3199049200,3199073900
100.0,100.0,300.0,8,2,0.2,b-000,16,13,1,2,3199382900,3199394600
100.0,100.0,300.0,8,2,0.2,b-031,32,14,1,3,3199717500,3199717400
100.0,100.0,300.0,8,2,0.2,a-024,24,15,1,4,3200049300,3200036000
100.0,100.0,300.0,8,2,0.2,d-010,8,16,1,5,3200382800,3200385950
100.0,100.0,300.0,8,2,0.2,a-000,48,17,1,6,3200716400,3200717350
100.0,100.0,300.0,8,2,0.2,a-016,8,18,1,7,3201050150,3201038200
100.0,100.0,300.0,8,2,0.2,d-016,40,19,1,8,3201383900,3201390200
100.0,100.0,300.0,8,2,0.2,a-022,24,20,1,1,3209290650,3209277350
100.0,100.0,300.0,8,2,0.2,d-025,24,21,1,2,3209621200,3209624750
100.0,100.0,300.0,8,2,0.2,d-008,16,22,1,3,3209955950,3209957350
100.0,100.0,300.0,8,2,0.2,a-031,32,23,1,4,3210289850,3210307250
100.0,100.0,300.0,8,2,0.2,b-031,16,24,1,5,3210625200,3210617000
100.0,100.0,300.0,8,2,0.2,b-000,48,25,1,6,3210960900,3210945100
100.0,100.0,300.0,8,2,0.2,d-005,40,26,1,7,3211289950,3211321300
100.0,100.0,300.0,8,2,0.2,a-028,32,27,1,8,3211625100,3211640750
100.0,100.0,300.0,8,2,0.2,d-018,16,28,1,1,3219399150,3219400100
100.0,100.0,300.0,8,2,0.2,a-024,16,29,1,2,3219732650,3219751400
100.0,100.0,300.0,8,2,0.2,d-000,32,30,1,3,3220065650,3220053500
100.0,100.0,300.0,8,2,0.2,d-025,8,31,1,4,3220399900,3220392100
100.0,100.0,300.0,8,2,0.2,a-016,40,32,1,5,3220732650,3220744300
100.0,100.0,300.0,8,2,0.2,d-010,16,33,1,6,3221067250,3221069300
100.0,100.0,300.0,8,2,0.2,b-000,32,34,1,7,3221400900,3221415150
100.0,100.0,300.0,8,2,0.2,b-031,24,35,1,8,3221732400,3221736600
100.0,100.0,300.0,8,2,0.2,d-005,4,36,1,1,3229741350,3229735000
100.0,100.0,300.0,8,2,0.2,d-018,4,37,1,2,3230075050,3230058600
100.0,100.0,300.0,8,2,0.2,a-024,4,38,1,3,3230405150,3230406500
100.0,100.0,300.0,8,2,0.2,d-000,24,39,1,4,3230738900,3230727500
100.0,100.0,300.0,8,2,0.2,a-000,8,40,1,5,3231074300,3231078800
100.0,100.0,300.0,8,2,0.2,d-008,32,41,1,6,3231409200,3231410850
100.0,100.0,300.0,8,2,0.2,a-028,8,42,1,7,3231743950,3231751400
100.0,100.0,300.0,8,2,0.2,d-016,48,43,1,8,3232073400,3232077350
100.0,100.0,300.0,8,2,0.2,a-031,40,44,1,1,3241966200,3241954450
100.0,100.0,300.0,8,2,0.2,d-005,32,46,1,3,3242635900,3242622650
100.0,100.0,300.0,8,2,0.2,d-010,24,47,1,4,3242966850,3242972000
100.0,100.0,300.0,8,2,0.2,d-018,8,48,1,5,3243299400,3243289550
100.0,100.0,300.0,8,2,0.2,b-031,8,49,1,6,3243633350,3243619400
100.0,100.0,300.0,8,2,0.2,a-000,4,50,1,7,3243966800,3243971400
100.0,100.0,300.0,8,2,0.2,a-028,40,51,1,8,3244304500,3244290550
100.0,100.0,300.0,8,2,0.2,d-000,40,52,1,1,3252142800,3252132500
100.0,100.0,300.0,8,2,0.2,b-000,40,53,1,2,3252477250,3252484900
100.0,100.0,300.0,8,2,0.2,a-022,48,54,1,3,3252813650,3252815000
100.0,100.0,300.0,8,2,0.2,d-008,48,55,1,4,3253159550,3253160450
100.0,100.0,300.0,8,2,0.2,a-024,40,56,1,5,3253490200,3253479750
100.0,100.0,300.0,8,2,0.2,d-016,4,57,1,6,3253826650,3253809950
100.0,100.0,300.0,8,2,0.2,a-016,24,58,1,7,3254157800,3254182250
100.0,100.0,300.0,8,2,0.2,a-031,8,59,1,8,3254494350,3254480650
100.0,100.0,300.0,8,2,0.2,d-025,40,60,1,1,3264903700,3264896850
100.0,100.0,300.0,8,2,0.2,b-031,48,61,1,2,3265233850,3265227800
100.0,100.0,300.0,8,2,0.2,b-000,24,62,1,3,3265569350,3265573300
100.0,100.0,300.0,8,2,0.2,d-005,48,63,1,4,3265901950,3265889950
100.0,100.0,300.0,8,2,0.2,d-008,24,64,1,5,3266237500,3266239750
100.0,100.0,300.0,8,2,0.2,a-024,48,65,1,6,3266571100,3266560100
100.0,100.0,300.0,8,2,0.2,d-016,16,66,1,7,3266901450,3266911350
100.0,100.0,300.0,8,2,0.2,d-000,16,67,1,8,3267234750,3267264100
100.0,100.0,300.0,8,2,0.2,a-031,4,68,1,1,3276682150,3276677950
100.0,100.0,300.0,8,2,0.2,d-025,4,69,1,2,3277015400,3277028250
100.0,100.0,300.0,8,2,0.2,a-028,48,70,1,3,3277349800,3277349650
100.0,100.0,300.0,8,2,0.2,d-018,48,71,1,4,3277681550,3277668450
100.0,100.0,300.0,8,2,0.2,a-022,4,72,1,5,3278015000,3278020850
100.0,100.0,300.0,8,2,0.2,a-016,48,73,1,6,3278348800,3278373300
100.0,100.0,300.0,8,2,0.2,d-010,48,74,1,7,3278683750,3278700500
100.0,100.0,300.0,8,2,0.2,a-000,16,75,1,8,3279015400,3279018850
100.0,100.0,300.0,8,2,0.2,d-005,16,76,1,1,3286750650,3286741800
100.0,100.0,300.0,8,2,0.2,d-008,4,77,1,2,3287086300,3287074250
100.0,100.0,300.0,8,2,0.2,d-025,16,78,1,3,3287424950,3287413050
100.0,100.0,300.0,8,2,0.2,b-031,40,79,1,4,3287751950,3287743800
100.0,100.0,300.0,8,2,0.2,d-018,40,80,1,5,3288087800,3288086050
100.0,100.0,300.0,8,2,0.2,b-000,8,81,1,6,3288420850,3288436800
100.0,100.0,300.0,8,2,0.2,d-016,8,82,1,7,3288754050,3288758050
100.0,100.0,300.0,8,2,0.2,a-028,24,83,1,8,3289088550,3289076800
100.0,100.0,300.0,8,2,0.2,a-000,32,84,1,1,3297064850,3297089900
100.0,100.0,300.0,8,2,0.2,a-022,32,85,1,2,3297399650,3297385000
100.0,100.0,300.0,8,2,0.2,a-024,8,86,1,3,3297731450,3297760900
100.0,100.0,300.0,8,2,0.2,d-000,4,87,1,4,3298064750,3298060750
100.0,100.0,300.0,8,2,0.2,d-010,32,88,1,5,3298399000,3298400850
100.0,100.0,300.0,8,2,0.2,a-031,48,89,1,6,3298731400,3298731100
100.0,100.0,300.0,8,2,0.2,a-016,4,90,1,7,3299065100,3299051600
100.0,100.0,300.0,8,2,0.2,d-018,32,91,1,8,3299398500,3299403900
100.0,100.0,300.0,8,2,0.2,d-016,24,92,1,1,3309219650,3309198600
100.0,100.0,300.0,8,2,0.2,b-031,4,93,1,2,3309552500,3309549250
100.0,100.0,300.0,8,2,0.2,a-028,4,94,1,3,3309887050,3309880050
100.0,100.0,300.0,8,2,0.2,a-024,32,95,1,4,3310221150,3310222150
100.0,100.0,300.0,8,2,0.2,d-000,8,96,1,5,3310555500,3310541250
100.0,100.0,300.0,8,2,0.2,d-010,40,97,1,6,3310890900,3310894300
100.0,100.0,300.0,8,2,0.2,d-008,40,98,1,7,3311223950,3311245850
100.0,100.0,300.0,8,2,0.2,a-022,16,99,1,8,3311557400,3311544550
100.0,100.0,300.0,8,2,0.2,a-031,16,100,1,1,3319316400,3319314950
100.0,100.0,300.0,8,2,0.2,d-025,48,101,1,2,3319648100,3319634550
100.0,100.0,300.0,8,2,0.2,a-000,40,102,1,3,3319982050,3319998150
100.0,100.0,300.0,8,2,0.2,d-005,8,103,1,4,3320314550,3320306500
100.0,100.0,300.0,8,2,0.2,b-000,4,104,1,5,3320648100,3320657750
100.0,100.0,300.0,8,2,0.2,a-016,16,105,1,6,3320981600,3320984850
100.0,100.0,300.0,8,2,0.2,d-016,32,1,1,7,3321315550,3321304950
100.0,100.0,300.0,8,2,0.2,d-018,24,2,1,8,3321648450,3321649850
100.0,100.0,300.0,8,2,0.2,d-000,48,3,1,1,3331859800,3331848050
100.0,100.0,300.0,8,2,0.2,a-031,24,4,1,2,3332188300,3332177700
100.0,100.0,300.0,8,2,0.2,d-008,8,5,1,3,3332522300,3332523550
100.0,100.0,300.0,8,2,0.2,d-010,4,6,1,4,3332855750,3332877250
100.0,100.0,300.0,8,2,0.2,a-000,24,8,1,6,3333524750,3333544300
100.0,100.0,300.0,8,2,0.2,a-016,32,9,1,7,3333858700,3333876200
100.0,100.0,300.0,8,2,0.2,a-028,16,10,1,8,3334190700,3334185350
100.0,100.0,300.0,8,2,0.2,a-022,40,11,1,1,3341898600,3341886350
100.0,100.0,300.0,8,2,0.2,d-025,32,12,1,2,3342231800,3342233050
100.0,100.0,300.0,8,2,0.2,b-000,16,13,1,3,3342567100,3342554350
100.0,100.0,300.0,8,2,0.2,b-031,32,14,1,4,3342899500,3342916200
100.0,100.0,300.0,8,2,0.2,a-024,24,15,1,5,3343230850,3343224450
100.0,100.0,300.0,8,2,0.2,d-010,8,16,1,6,3343565350,3343576650
100.0,100.0,300.0,8,2,0.2,a-000,48,17,1,7,3343898000,3343903350
100.0,100.0,300.0,8,2,0.2,a-016,8,18,1,8,3344235100,3344248100
100.0,100.0,300.0,8,2,0.2,d-016,40,19,1,1,3354193100,3354172900
100.0,100.0,300.0,8,2,0.2,a-022,24,20,1,2,3354539750,3354530650
100.0,100.0,300.0,8,2,0.2,d-025,24,21,1,3,3354876100,3354877800
100.0,100.0,300.0,8,2,0.2,d-008,16,22,1,4,3355212350,3355199600
100.0,100.0,300.0,8,2,0.2,a-031,32,23,0,5,3355559150,3355561200
100.0,100.0,300.0,8,2,0.2,a-031,32,23,1,1,3363337050,3363340300
100.0,100.0,300.0,8,2,0.2,b-031,16,24,1,2,3363668500,3363660350
100.0,100.0,300.0,8,2,0.2,b-000,48,25,1,3,3364002350,3363985600
100.0,100.0,300.0,8,2,0.2,d-005,40,26,1,4,3364331800,3364332650
100.0,100.0,300.0,8,2,0.2,a-028,32,27,1,5,3364665550,3364683900
100.0,100.0,300.0,8,2,0.2,d-018,16,28,1,6,3364999450,3364985550
100.0,100.0,300.0,8,2,0.2,a-024,16,29,1,7,3365335550,3365357250
100.0,100.0,300.0,8,2,0.2,d-000,32,30,1,8,3365667650,3365654550
100.0,100.0,300.0,8,2,0.2,d-025,8,31,1,1,3373689950,3373679050
100.0,100.0,300.0,8,2,0.2,a-016,40,32,1,2,3374024600,3374022850
100.0,100.0,300.0,8,2,0.2,d-010,16,33,1,3,3374375200,3374376550
100.0,100.0,300.0,8,2,0.2,b-000,32,34,1,4,3374705800,3374696600
100.0,100.0,300.0,8,2,0.2,b-031,24,35,1,5,3375042100,3375028600
100.0,100.0,300.0,8,2,0.2,d-005,4,36,1,6,3375363850,3375377900
100.0,100.0,300.0,8,2,0.2,d-018,4,37,1,7,3375697100,3375700100
100.0,100.0,300.0,8,2,0.2,a-024,4,38,1,8,3376031250,3376037850
100.0,100.0,300.0,8,2,0.2,d-000,24,39,1,1,3383900500,3383901950
100.0,100.0,300.0,8,2,0.2,a-000,8,40,1,2,3384233650,3384217800
100.0,100.0,300.0,8,2,0.2,d-008,32,41,1,3,3384564550,3384563350
100.0,100.0,300.0,8,2,0.2,a-028,8,42,1,4,3384898300,3384889050
100.0,100.0,300.0,8,2,0.2,d-016,48,43,1,5,3385233300,3385235250
100.0,100.0,300.0,8,2,0.2,a-031,40,44,1,6,3385570850,3385586600
100.0,100.0,300.0,8,2,0.2,a-022,8,45,1,7,3385903400,3385906850
100.0,100.0,300.0,8,2,0.2,d-005,32,46,1,8,3386236750,3386240150
100.0,100.0,300.0,8,2,0.2,d-010,24,47,1,1,3394323050,3394312100
100.0,100.0,300.0,8,2,0.2,d-018,8,48,1,2,3394658150,3394660150
100.0,100.0,300.0,8,2,0.2,b-031,8,49,1,3,3394981050,3395004050
100.0,100.0,300.0,8,2,0.2,a-000,4,50,1,4,3395314050,3395326400
100.0,100.0,300.0,8,2,0.2,a-028,40,51,1,5,3395647200,3395644800
100.0,100.0,300.0,8,2,0.2,d-000,40,52,1,6,3395980450,3395996750
100.0,100.0,300.0,8,2,0.2,b-000,40,53,1,7,3396313600,3396317450
100.0,100.0,300.0,8,2,0.2,a-022,48,54,1,8,3396646950,3396647400
100.0,100.0,300.0,8,2,0.2,d-008,48,55,1,1,3404413950,3404404550
100.0,100.0,300.0,8,2,0.2,a-024,40,56,1,2,3404749400,3404754650
100.0,100.0,300.0,8,2,0.2,d-016,4,57,1,3,3405084100,3405085300
100.0,100.0,300.0,8,2,0.2,a-016,24,58,1,4,3405414150,3405407750
100.0,100.0,300.0,8,2,0.2,a-031,8,59,1,5,3405750000,3405746300
100.0,100.0,300.0,8,2,0.2,d-025,40,60,1,6,3406081550,3406099450
100.0,100.0,300.0,8,2,0.2,b-031,48,61,1,7,3406418350,3406450950
100.0,100.0,300.0,8,2,0.2,b-000,24,62,1,8,3406754650,3406772100
100.0,100.0,300.0,8,2,0.2,d-005,48,63,1,1,3414521750,3414508100
100.0,100.0,300.0,8,2,0.2,d-008,24,64,1,2,3414855400,3414861000
100.0,100.0,300.0,8,2,0.2,a-024,48,65,1,3,3415180050,3415192000
100.0,100.0,300.0,8,2,0.2,d-016,16,66,1,4,3415514700,3415500650
100.0,100.0,300.0,8,2,0.2,d-000,16,67,1,5,3415846900,3415853150
100.0,100.0,300.0,8,2,0.2,a-031,4,68,1,6,3416180500,3416172250
100.0,100.0,300.0,8,2,0.2,d-025,4,69,1,7,3416513250,3416532450
100.0,100.0,300.0,8,2,0.2,a-028,48,70,1,8,3416846750,3416844450
100.0,100.0,300.0,8,2,0.2,d-018,48,71,1,1,3426731600,3426731600
100.0,100.0,300.0,8,2,0.2,a-022,4,72,1,2,3427066700,3427059450
100.0,100.0,300.0,8,2,0.2,a-016,48,73,1,3,3427401050,3427403950
100.0,100.0,300.0,8,2,0.2,d-010,48,74,0,4,3427733800,3427723450
100.0,100.0,300.0,8,2,0.2,d-010,48,74,1,1,3435579750,3435579850
100.0,100.0,300.0,8,2,0.2,a-000,16,75,1,2,3435913350,3435899000
100.0,100.0,300.0,8,2,0.2,d-005,16,76,1,3,3436247050,3436251200
100.0,100.0,300.0,8,2,0.2,d-008,4,77,1,4,3436580100,3436579100
100.0,100.0,300.0,8,2,0.2,d-025,16,78,1,5,3436913100,3436922550
100.0,100.0,300.0,8,2,0.2,b-031,40,79,1,6,3437247600,3437275550
100.0,100.0,300.0,8,2,0.2,d-018,40,80,1,7,3437580100,3437594750
100.0,100.0,300.0,8,2,0.2,b-000,8,81,1,8,3437914000,3437915900
100.0,100.0,300.0,8,2,0.2,d-016,8,82,1,1,3449754450,3449764350
100.0,100.0,300.0,8,2,0.2,a-028,24,83,1,2,3450085650,3450085200
100.0,100.0,300.0,8,2,0.2,a-000,32,84,1,3,3450420800,3450408950
100.0,100.0,300.0,8,2,0.2,a-022,32,85,1,4,3450752200,3450756100
100.0,100.0,300.0,8,2,0.2,a-024,8,86,1,5,3451086800,3451077100
100.0,100.0,300.0,8,2,0.2,d-000,4,87,0,6,3451422200,3451404800
100.0,100.0,300.0,8,2,0.2,d-000,4,87,1,1,3459247600,3459251500
100.0,100.0,300.0,8,2,0.2,d-010,32,88,1,2,3459580250,3459572500
100.0,100.0,300.0,8,2,0.2,a-031,48,89,1,3,3459912900,3459902650
100.0,100.0,300.0,8,2,0.2,a-016,4,90,1,4,3460246400,3460246250
100.0,100.0,300.0,8,2,0.2,d-018,32,91,1,5,3460579850,3460565400
100.0,100.0,300.0,8,2,0.2,d-016,24,92,1,6,3460913450,3460916500
100.0,100.0,300.0,8,2,0.2,b-031,4,93,1,7,3461246150,3461237000
100.0,100.0,300.0,8,2,0.2,a-028,4,94,1,8,3461580850,3461567950
100.0,100.0,300.0,8,2,0.2,a-024,32,95,1,1,3471418200,3471421950
100.0,100.0,300.0,8,2,0.2,d-000,8,96,1,2,3471755300,3471742650
100.0,100.0,300.0,8,2,0.2,d-010,40,97,1,3,3472088200,3472074450
100.0,100.0,300.0,8,2,0.2,d-008,40,98,1,4,3472420900,3472422250
100.0,100.0,300.0,8,2,0.2,a-022,16,99,1,5,3472756400,3472744500
100.0,100.0,300.0,8,2,0.2,a-031,16,100,1,6,3473087400,3473088600
100.0,100.0,300.0,8,2,0.2,d-025,48,101,1,7,3473421250,3473445050
100.0,100.0,300.0,8,2,0.2,a-000,40,102,1,8,3473758150,3473757800
100.0,100.0,300.0,8,2,0.2,d-005,8,103,1,1,3481880050,3481878600
100.0,100.0,300.0,8,2,0.2,b-000,4,104,1,2,3482216850,3482201100
100.0,100.0,300.0,8,2,0.2,a-016,16,105,1,3,3482547800,3482550500
100.0,100.0,300.0,8,2,0.2,d-016,32,1,1,4,3482882200,3482883600
100.0,100.0,300.0,8,2,0.2,d-018,24,2,1,5,3483221700,3483199850
100.0,100.0,300.0,8,2,0.2,d-000,48,3,1,6,3483548050,3483549950
100.0,100.0,300.0,8,2,0.2,a-031,24,4,1,7,3483879100,3483870700
100.0,100.0,300.0,8,2,0.2,d-008,8,5,1,8,3484212600,3484214400
100.0,100.0,300.0,8,2,0.2,d-010,4,6,1,1,3494289000,3494270600
100.0,100.0,300.0,8,2,0.2,d-005,24,7,1,2,3494624900,3494626650
100.0,100.0,300.0,8,2,0.2,a-000,24,8,1,3,3494955650,3494974250
100.0,100.0,300.0,8,2,0.2,a-016,32,9,1,4,3495288650,3495295100
100.0,100.0,300.0,8,2,0.2,a-028,16,10,1,5,3495623000,3495615100
100.0,100.0,300.0,8,2,0.2,a-022,40,11,1,6,3495957900,3495945350
100.0,100.0,300.0,8,2,0.2,d-025,32,12,1,7,3496290250,3496297150
100.0,100.0,300.0,8,2,0.2,b-000,16,13,1,8,3496612550,3496613750
100.0,100.0,300.0,8,2,0.2,b-031,32,14,1,1,3506318350,3506333500
100.0,100.0,300.0,8,2,0.2,a-024,24,15,1,2,3506649900,3506653800
100.0,100.0,300.0,8,2,0.2,d-010,8,16,1,3,3506987200,3506974050
100.0,100.0,300.0,8,2,0.2,a-000,48,17,1,4,3507317800,3507303150
100.0,100.0,300.0,8,2,0.2,a-016,8,18,1,5,3507650300,3507651450
100.0,100.0,300.0,8,2,0.2,d-016,40,19,1,6,3507984800,3508004500
100.0,100.0,300.0,8,2,0.2,a-022,24,20,1,7,3508316950,3508318650
100.0,100.0,300.0,8,2,0.2,d-025,24,21,1,8,3508650450,3508671050
100.0,100.0,300.0,8,2,0.2,d-008,16,22,1,1,3516546250,3516549450
100.0,100.0,300.0,8,2,0.2,a-031,32,23,1,2,3516878650,3516869050
100.0,100.0,300.0,8,2,0.2,b-031,16,24,1,3,3517214200,3517222200
100.0,100.0,300.0,8,2,0.2,b-000,48,25,1,4,3517546150,3517543400
100.0,100.0,300.0,8,2,0.2,d-005,40,26,1,5,3517879600,3517864600
100.0,100.0,300.0,8,2,0.2,a-028,32,27,1,6,3518212100,3518213450
100.0,100.0,300.0,8,2,0.2,d-018,16,28,1,7,3518545300,3518565250
100.0,100.0,300.0,8,2,0.2,a-024,16,29,1,8,3518879550,3518885900
100.0,100.0,300.0,8,2,0.2,d-000,32,30,1,1,3528916700,3528927400
100.0,100.0,300.0,8,2,0.2,d-025,8,31,1,2,3529252250,3529246400
100.0,100.0,300.0,8,2,0.2,a-016,40,32,1,3,3529587500,3529574200
100.0,100.0,300.0,8,2,0.2,d-010,16,33,1,4,3529917650,3529919450
100.0,100.0,300.0,8,2,0.2,b-000,32,34,1,5,3530250900,3530251650
100.0,100.0,300.0,8,2,0.2,b-031,24,35,1,6,3530586300,3530590750
100.0,100.0,300.0,8,2,0.2,d-005,4,36,1,7,3530920350,3530942350
100.0,100.0,300.0,8,2,0.2,d-018,4,37,1,8,3531256650,3531241150
100.0,100.0,300.0,8,2,0.2,a-024,4,38,1,1,3540862850,3540874900
100.0,100.0,300.0,8,2,0.2,d-000,24,39,1,2,3541194850,3541194600
100.0,100.0,300.0,8,2,0.2,a-000,8,40,1,3,3541528350,3541519400
100.0,100.0,300.0,8,2,0.2,d-008,32,41,1,4,3541861950,3541865850
100.0,100.0,300.0,8,2,0.2,d-016,48,43,1,6,3542536850,3542516150
100.0,100.0,300.0,8,2,0.2,a-031,40,44,1,7,3542863100,3542864700
